Samples    property    nMgO    metal_coord    HL_gap    pdos_c    pdos_w    av_d    O_Mc    ratio_Mg_Si_cluster    Q_1    Q_2    Q_3    Q_4    Q_5    Q_6
H-MgO_6_SiO2_6_Andreas_1-site9    1.01    6    2    2.953    -2.031    1.398    1.77    -0.58    1.0    0.5    0.656    0.514    0.776    0.807    0.617
H-MgO_6_SiO2_6_Andreas_2-site12    1.184    6    2    3.004    -2.07    1.361    1.76    -0.6    1.0    0.5    0.661    0.512    0.77    0.811    0.624
H-MgO_6_SiO2_6_Andreas_2-site13    0.321    6    2    3.004    -3.961    1.983    1.677    -0.343    1.0    0.0    0.542    0.615    0.85    0.657    0.612
H-MgO_6_SiO2_6_Andreas_2-site14    2.071    6    2    3.004    -2.63    1.399    1.766    -0.605    1.0    0.5    0.662    0.511    0.768    0.812    0.627
H-MgO_6_SiO2_6_Andreas_2-site16    1.726    6    2    3.004    -2.22    1.423    1.759    -0.603    1.0    0.5    0.659    0.513    0.772    0.809    0.621
H-MgO_6_SiO2_6_Andreas_2-site19    1.32    6    2    3.004    -2.256    1.462    1.759    -0.586    1.0    0.5    0.515    0.644    0.85    0.617    0.65
H-MgO_6_SiO2_6_Andreas_2-site2    1.525    6    2    3.004    -1.369    1.444    1.768    -0.596    1.0    0.5    0.589    0.566    0.833    0.728    0.573
H-MgO_6_SiO2_6_Andreas_2-site21    0.469    6    3    3.004    -3.264    2.061    1.861    -0.381    1.0    0.333    0.252    0.542    0.636    0.51    0.681
H-MgO_6_SiO2_6_Andreas_2-site22    0.203    6    3    3.004    -3.63    2.037    1.818    -0.356    1.0    0.333    0.26    0.467    0.722    0.503    0.584
H-MgO_6_SiO2_6_Andreas_2-site23    1.362    6    2    3.004    -1.759    1.425    1.74    -0.618    1.0    0.5    0.585    0.57    0.835    0.723    0.574
H-MgO_6_SiO2_6_Andreas_2-site24    0.701    6    2    3.004    -3.562    2.022    1.664    -0.305    1.0    0.0    0.517    0.642    0.85    0.62    0.647
H-MgO_6_SiO2_6_Andreas_2-site3    1.914    6    3    3.004    -2.6    1.426    1.927    -0.668    1.0    0.667    0.55    0.047    0.616    0.76    0.525
H-MgO_6_SiO2_6_Andreas_2-site4    1.412    6    3    3.004    -3.28    1.452    1.902    -0.615    1.0    0.667    0.503    0.189    0.659    0.71    0.492
H-MgO_6_SiO2_6_Andreas_2-site5    0.24    6    3    3.004    -3.719    2.04    1.809    -0.369    1.0    0.333    0.267    0.459    0.727    0.504    0.574
H-MgO_6_SiO2_6_Andreas_2-site6    1.325    6    2    3.004    -1.292    1.45    1.762    -0.595    1.0    0.5    0.578    0.577    0.839    0.712    0.577
H-MgO_6_SiO2_6_Andreas_2-site7    1.557    6    2    3.004    -1.625    1.428    1.784    -0.602    1.0    0.5    0.619    0.54    0.812    0.769    0.578
H-MgO_6_SiO2_6_Andreas_2-site9    1.45    6    2    3.004    -1.493    1.395    1.769    -0.599    1.0    0.5    0.676    0.505    0.751    0.821    0.65
H-MgO_6_SiO2_6_Andreas_3-site0    0.546    6    2    2.756    -3.926    2.036    1.66    -0.29    1.0    0.0    0.51    0.65    0.85    0.61    0.658
H-MgO_6_SiO2_6_Andreas_3-site10    1.785    6    2    2.756    -2.415    1.419    1.748    -0.605    1.0    0.5    0.646    0.52    0.786    0.799    0.604
H-MgO_6_SiO2_6_Andreas_3-site12    1.219    6    3    2.756    -2.211    1.606    1.916    -0.661    1.0    0.667    0.309    0.504    0.639    0.544    0.646
H-MgO_6_SiO2_6_Andreas_3-site14    1.567    6    3    2.756    -3.005    1.507    1.923    -0.674    1.0    0.667    0.496    0.281    0.634    0.662    0.584
H-MgO_6_SiO2_6_Andreas_3-site15    0.27    6    3    2.756    -4.59    1.972    1.88    -0.624    1.0    0.333    0.25    0.484    0.713    0.487    0.615
H-MgO_6_SiO2_6_Andreas_3-site16    0.869    6    2    2.756    -2.525    1.466    1.747    -0.661    1.0    0.5    0.509    0.652    0.849    0.608    0.661
H-MgO_6_SiO2_6_Andreas_3-site18    1.422    6    2    2.756    -1.653    1.398    1.766    -0.623    1.0    0.5    0.662    0.511    0.768    0.812    0.627
H-MgO_6_SiO2_6_Andreas_3-site19    1.483    6    2    2.756    -1.215    1.384    1.786    -0.571    1.0    0.5    0.695    0.501    0.724    0.828    0.685
H-MgO_6_SiO2_6_Andreas_3-site2    1.603    6    2    2.756    -2.041    1.429    1.755    -0.571    1.0    0.5    0.531    0.627    0.851    0.64    0.627
H-MgO_6_SiO2_6_Andreas_3-site21    1.263    6    2    2.756    -1.631    1.42    1.807    -0.619    1.0    0.5    0.687    0.502    0.737    0.825    0.669
H-MgO_6_SiO2_6_Andreas_3-site27    1.217    6    2    2.756    -2.44    1.442    1.751    -0.609    1.0    0.5    0.603    0.553    0.824    0.749    0.572
H-MgO_6_SiO2_6_Andreas_3-site28    0.923    6    3    2.756    -2.815    1.491    1.862    -0.631    1.0    0.667    0.38    0.322    0.74    0.612    0.427
H-MgO_6_SiO2_6_Andreas_3-site29    0.794    6    2    2.756    -3.634    2.069    1.658    -0.299    1.0    0.0    0.481    0.683    0.842    0.573    0.707
H-MgO_6_SiO2_6_Andreas_3-site6    0.96    6    3    2.756    -3.671    1.527    1.895    -0.663    1.0    0.667    0.418    0.395    0.631    0.632    0.626
H-MgO_6_SiO2_6_Andreas_3-site7    1.465    6    2    2.756    -2.785    1.403    1.755    -0.609    1.0    0.5    0.657    0.514    0.774    0.808    0.619
H-MgO_6_SiO2_6_Andreas_3-site8    0.074    6    3    2.756    -4.015    2.153    1.83    -0.313    1.0    0.333    0.273    0.504    0.68    0.478    0.666
H-MgO_6_SiO2_6_Escatllar-site0    -0.245    6    3    4.005    -3.688    1.991    1.834    -0.389    1.0    0.333    0.22    0.525    0.662    0.554    0.607
H-MgO_6_SiO2_6_Escatllar-site11    1.063    6    2    4.005    -1.297    1.477    1.749    -0.559    1.0    0.5    0.55    0.606    0.848    0.67    0.601
H-MgO_6_SiO2_6_Escatllar-site12    1.026    6    2    4.005    -1.376    1.456    1.755    -0.577    1.0    0.5    0.566    0.589    0.844    0.694    0.585
H-MgO_6_SiO2_6_Escatllar-site15    -0.245    6    3    4.005    -3.688    1.991    1.834    -0.389    1.0    0.333    0.22    0.525    0.662    0.554    0.607
H-MgO_6_SiO2_6_Escatllar-site17    -0.126    6    3    4.005    -3.304    2.036    1.872    -0.435    1.0    0.333    0.218    0.582    0.576    0.579    0.646
H-MgO_6_SiO2_6_Escatllar-site2    0.879    6    2    4.005    -1.348    1.371    1.758    -0.594    1.0    0.5    0.667    0.509    0.762    0.816    0.635
H-MgO_6_SiO2_6_Escatllar-site20    0.879    6    2    4.005    -1.348    1.371    1.758    -0.594    1.0    0.5    0.667    0.509    0.762    0.816    0.635
H-MgO_6_SiO2_6_Escatllar-site22    0.964    6    3    4.005    -2.895    1.398    1.905    -0.691    1.0    0.667    0.509    0.135    0.663    0.735    0.462
H-MgO_6_SiO2_6_Escatllar-site24    0.904    6    2    4.005    -1.74    1.414    1.771    -0.575    1.0    0.5    0.61    0.547    0.819    0.757    0.574
H-MgO_6_SiO2_6_Escatllar-site25    1.063    6    2    4.005    -1.297    1.477    1.749    -0.559    1.0    0.5    0.55    0.606    0.848    0.67    0.601
H-MgO_6_SiO2_6_Escatllar-site26    0.989    6    2    4.005    -1.762    1.416    1.726    -0.637    1.0    0.5    0.561    0.594    0.845    0.687    0.59
H-MgO_6_SiO2_6_Escatllar-site3    1.026    6    2    4.005    -1.376    1.456    1.755    -0.577    1.0    0.5    0.566    0.589    0.844    0.694    0.585
H-MgO_6_SiO2_6_Escatllar-site4    0.904    6    2    4.005    -1.74    1.414    1.771    -0.575    1.0    0.5    0.61    0.547    0.819    0.757    0.574
H-MgO_6_SiO2_6_Escatllar-site5    0.964    6    3    4.005    -2.895    1.398    1.905    -0.691    1.0    0.667    0.509    0.135    0.663    0.735    0.462
H-MgO_6_SiO2_6_Escatllar-site6    0.989    6    2    4.005    -1.762    1.416    1.726    -0.637    1.0    0.5    0.561    0.594    0.845    0.687    0.59
H-MgO_6_SiO2_6_Escatllar-site8    -0.126    6    3    4.005    -3.304    2.036    1.872    -0.435    1.0    0.333    0.218    0.582    0.576    0.579    0.646
H-MgO_7_SiO2_7_Andreas_0-site10    1.139    7    2    3.988    -2.656    1.854    1.689    -0.389    1.0    0.0    0.698    0.501    0.721    0.828    0.69
H-MgO_7_SiO2_7_Andreas_0-site12    1.108    7    2    3.988    -1.747    1.438    1.742    -0.599    1.0    0.5    0.544    0.613    0.849    0.66    0.609
H-MgO_7_SiO2_7_Andreas_0-site14    0.938    7    2    3.988    -1.394    1.381    1.766    -0.603    1.0    0.5    0.657    0.514    0.774    0.809    0.619
H-MgO_7_SiO2_7_Andreas_0-site15    0.704    7    2    3.988    -1.521    1.377    1.772    -0.607    1.0    0.5    0.66    0.512    0.771    0.81    0.623
H-MgO_7_SiO2_7_Andreas_0-site16    0.753    7    3    3.988    -2.44    1.598    1.891    -0.681    1.0    0.667    0.261    0.466    0.703    0.576    0.532
H-MgO_7_SiO2_7_Andreas_0-site18    1.173    7    2    3.988    -1.397    1.419    1.76    -0.598    1.0    0.5    0.648    0.519    0.785    0.8    0.606
H-MgO_7_SiO2_7_Andreas_0-site19    0.856    7    2    3.988    -1.582    1.391    1.772    -0.606    1.0    0.5    0.648    0.519    0.784    0.8    0.606
H-MgO_7_SiO2_7_Andreas_0-site21    0.865    7    2    3.988    -1.297    1.397    1.771    -0.593    1.0    0.5    0.642    0.523    0.791    0.795    0.598
H-MgO_7_SiO2_7_Andreas_0-site22    0.384    7    3    3.988    -2.51    1.562    1.885    -0.666    1.0    0.667    0.252    0.44    0.757    0.502    0.51
H-MgO_7_SiO2_7_Andreas_0-site28    1.045    7    3    3.988    -2.55    1.424    1.901    -0.673    1.0    0.667    0.491    0.177    0.678    0.714    0.448
H-MgO_7_SiO2_7_Andreas_0-site29    0.862    7    2    3.988    -1.973    1.414    1.811    -0.636    1.0    0.5    0.657    0.514    0.774    0.808    0.619
H-MgO_7_SiO2_7_Andreas_0-site3    0.067    7    2    3.988    -2.81    2.087    1.662    -0.283    1.0    0.0    0.499    0.663    0.847    0.594    0.677
H-MgO_7_SiO2_7_Andreas_0-site30    0.86    7    2    3.988    -1.424    1.456    1.774    -0.594    1.0    0.5    0.58    0.575    0.838    0.715    0.576
H-MgO_7_SiO2_7_Andreas_0-site31    -0.047    7    2    3.988    -3.086    2.046    1.664    -0.298    1.0    0.0    0.52    0.639    0.851    0.624    0.642
H-MgO_7_SiO2_7_Andreas_0-site33    1.238    7    3    3.988    -3.213    2.003    1.829    -0.402    1.0    0.333    0.252    0.51    0.682    0.487    0.659
H-MgO_7_SiO2_7_Andreas_0-site4    0.861    7    2    3.988    -1.981    1.437    1.75    -0.62    1.0    0.5    0.567    0.587    0.843    0.696    0.584
H-MgO_7_SiO2_7_Andreas_0-site7    0.395    7    3    3.988    -2.771    1.478    1.876    -0.722    1.0    0.667    0.251    0.489    0.707    0.486    0.626
H-MgO_7_SiO2_7_Andreas_0-site9    0.584    7    3    3.988    -1.951    1.452    1.879    -0.576    1.0    0.667    0.465    0.19    0.704    0.706    0.398
H-MgO_7_SiO2_7_Andreas_1-site10    0.781    7    2    3.633    -2.084    1.465    1.762    -0.574    1.0    0.5    0.581    0.574    0.837    0.716    0.576
H-MgO_7_SiO2_7_Andreas_1-site11    0.999    7    3    3.633    -2.593    1.467    1.917    -0.669    1.0    0.667    0.428    0.265    0.721    0.657    0.417
H-MgO_7_SiO2_7_Andreas_1-site13    0.905    7    2    3.633    -2.497    1.376    1.823    -0.564    1.0    0.5    0.702    0.5    0.715    0.829    0.697
H-MgO_7_SiO2_7_Andreas_1-site14    0.961    7    2    3.633    -3.882    1.82    1.679    -0.401    1.0    0.0    0.683    0.503    0.742    0.824    0.662
H-MgO_7_SiO2_7_Andreas_1-site18    -0.557    7    3    3.633    -4.244    2.038    1.829    -0.367    1.0    0.333    0.241    0.49    0.704    0.515    0.598
H-MgO_7_SiO2_7_Andreas_1-site19    -0.071    7    2    3.633    -3.768    1.996    1.676    -0.411    1.0    0.0    0.488    0.675    0.845    0.581    0.694
H-MgO_7_SiO2_7_Andreas_1-site20    1.43    7    2    3.633    -1.451    1.382    1.783    -0.63    1.0    0.5    0.697    0.501    0.722    0.828    0.689
H-MgO_7_SiO2_7_Andreas_1-site21    0.971    7    3    3.633    -2.028    1.475    1.904    -0.589    1.0    0.667    0.529    0.088    0.642    0.751    0.487
H-MgO_7_SiO2_7_Andreas_1-site22    0.355    7    3    3.633    -2.884    1.439    1.924    -0.673    1.0    0.667    0.522    0.149    0.646    0.729    0.495
H-MgO_7_SiO2_7_Andreas_1-site23    0.193    7    2    3.633    -4.095    2.026    1.652    -0.337    1.0    0.0    0.513    0.647    0.85    0.614    0.653
H-MgO_7_SiO2_7_Andreas_1-site25    1.402    7    2    3.633    -1.983    1.437    1.775    -0.592    1.0    0.5    0.61    0.547    0.819    0.757    0.574
H-MgO_7_SiO2_7_Andreas_1-site26    1.333    7    2    3.633    -1.939    1.471    1.77    -0.579    1.0    0.5    0.596    0.559    0.829    0.739    0.572
H-MgO_7_SiO2_7_Andreas_1-site30    1.153    7    3    3.633    -2.213    1.425    1.954    -0.655    1.0    0.667    0.57    0.035    0.588    0.762    0.564
H-MgO_7_SiO2_7_Andreas_1-site4    2.027    7    2    3.633    -1.37    1.375    1.801    -0.604    1.0    0.5    0.699    0.5    0.719    0.829    0.691
H-MgO_7_SiO2_7_Andreas_1-site7    0.56    7    3    3.633    -2.946    1.434    1.949    -0.612    1.0    0.667    0.554    0.098    0.61    0.748    0.536
H-MgO_7_SiO2_7_Andreas_1-site8    0.748    7    2    3.633    -2.451    1.411    1.748    -0.533    1.0    0.5    0.623    0.536    0.809    0.774    0.581
H-MgO_7_SiO2_7_Andreas_2-site1    -0.278    7    3    3.711    -4.008    2.128    1.805    -0.363    1.0    0.333    0.177    0.517    0.708    0.492    0.608
H-MgO_7_SiO2_7_Andreas_2-site16    1.249    7    2    3.711    -1.481    1.419    1.775    -0.587    1.0    0.5    0.694    0.501    0.727    0.828    0.682
H-MgO_7_SiO2_7_Andreas_2-site17    0.627    7    3    3.711    -3.028    1.492    1.894    -0.734    1.0    0.667    0.418    0.379    0.648    0.63    0.606
H-MgO_7_SiO2_7_Andreas_2-site19    0.938    7    2    3.711    -2.315    1.46    1.786    -0.675    1.0    0.5    0.564    0.591    0.844    0.691    0.587
H-MgO_7_SiO2_7_Andreas_2-site2    1.113    7    3    3.711    -2.721    1.457    1.865    -0.676    1.0    0.667    0.425    0.306    0.71    0.623    0.473
H-MgO_7_SiO2_7_Andreas_2-site21    1.518    7    2    3.711    -1.564    1.475    1.78    -0.603    1.0    0.5    0.614    0.543    0.816    0.763    0.575
H-MgO_7_SiO2_7_Andreas_2-site22    1.096    7    3    3.711    -3.179    1.451    1.912    -0.737    1.0    0.667    0.434    0.275    0.706    0.66    0.461
H-MgO_7_SiO2_7_Andreas_2-site23    1.34    7    2    3.711    -1.524    1.386    1.78    -0.622    1.0    0.5    0.643    0.522    0.789    0.796    0.6
H-MgO_7_SiO2_7_Andreas_2-site25    1.026    7    2    3.711    -3.17    2.13    1.658    -0.231    1.0    0.0    0.475    0.69    0.84    0.567    0.716
H-MgO_7_SiO2_7_Andreas_2-site26    1.254    7    2    3.711    -1.66    1.455    1.769    -0.574    1.0    0.5    0.599    0.557    0.827    0.743    0.572
H-MgO_7_SiO2_7_Andreas_2-site29    1.079    7    2    3.711    -1.476    1.406    1.752    -0.618    1.0    0.5    0.633    0.529    0.8    0.785    0.589
H-MgO_7_SiO2_7_Andreas_2-site3    -0.307    7    2    3.711    -3.455    2.01    1.66    -0.398    1.0    0.0    0.494    0.668    0.846    0.589    0.684
H-MgO_7_SiO2_7_Andreas_2-site30    1.226    7    2    3.711    -1.508    1.446    1.76    -0.582    1.0    0.5    0.649    0.518    0.783    0.802    0.608
H-MgO_7_SiO2_7_Andreas_2-site31    0.975    7    3    3.711    -2.578    1.492    1.9    -0.69    1.0    0.667    0.403    0.284    0.735    0.645    0.398
H-MgO_7_SiO2_7_Andreas_2-site34    1.153    7    3    3.711    -2.375    1.468    1.907    -0.623    1.0    0.667    0.553    0.158    0.604    0.725    0.558
H-MgO_7_SiO2_7_Andreas_2-site7    1.369    7    2    3.711    -1.824    1.46    1.788    -0.575    1.0    0.5    0.612    0.545    0.818    0.76    0.574
H-MgO_7_SiO2_7_Andreas_2-site8    0.469    7    3    3.711    -2.552    1.536    1.868    -0.657    1.0    0.667    0.309    0.406    0.746    0.536    0.503
H-MgO_7_SiO2_7_Andreas_3-site0    0.587    7    3    1.842    -4.718    1.541    1.897    -0.651    1.0    0.667    0.442    0.327    0.663    0.644    0.57
H-MgO_7_SiO2_7_Andreas_3-site10    0.649    7    3    1.842    -4.563    1.549    1.886    -0.668    1.0    0.667    0.418    0.353    0.668    0.635    0.573
H-MgO_7_SiO2_7_Andreas_3-site13    0.589    7    3    1.842    -4.727    1.542    1.897    -0.65    1.0    0.667    0.443    0.328    0.662    0.644    0.572
H-MgO_7_SiO2_7_Andreas_3-site15    0.588    7    3    1.842    -4.722    1.542    1.896    -0.65    1.0    0.667    0.442    0.328    0.663    0.644    0.571
H-MgO_7_SiO2_7_Andreas_3-site16    0.316    7    2    1.842    -4.751    2.007    1.67    -0.309    1.0    0.0    0.459    0.708    0.832    0.552    0.741
H-MgO_7_SiO2_7_Andreas_3-site17    0.319    7    2    1.842    -4.744    2.008    1.671    -0.309    1.0    0.0    0.458    0.709    0.831    0.551    0.743
H-MgO_7_SiO2_7_Andreas_3-site2    0.791    7    2    1.842    -3.595    1.423    1.755    -0.598    1.0    0.5    0.584    0.57    0.835    0.722    0.574
H-MgO_7_SiO2_7_Andreas_3-site20    0.589    7    3    1.842    -4.728    1.542    1.896    -0.65    1.0    0.667    0.442    0.328    0.663    0.643    0.571
H-MgO_7_SiO2_7_Andreas_3-site22    0.589    7    3    1.842    -4.722    1.542    1.896    -0.65    1.0    0.667    0.442    0.328    0.663    0.643    0.571
H-MgO_7_SiO2_7_Andreas_3-site24    0.586    7    3    1.842    -4.721    1.542    1.897    -0.65    1.0    0.667    0.442    0.328    0.663    0.643    0.571
H-MgO_7_SiO2_7_Andreas_3-site28    0.794    7    2    1.842    -3.592    1.423    1.755    -0.598    1.0    0.5    0.585    0.57    0.835    0.723    0.574
H-MgO_7_SiO2_7_Andreas_3-site31    1.973    7    1    1.842    -1.987    1.496    1.53    -0.612    1.0    0.0    1.0    1.0    1.0    1.0    1.0
H-MgO_7_SiO2_7_Andreas_3-site33    0.648    7    3    1.842    -4.57    1.55    1.885    -0.668    1.0    0.667    0.418    0.354    0.668    0.635    0.574
H-MgO_7_SiO2_7_Andreas_3-site34    0.648    7    3    1.842    -4.572    1.549    1.885    -0.668    1.0    0.667    0.418    0.354    0.668    0.635    0.574
H-MgO_7_SiO2_7_Andreas_3-site5    0.792    7    2    1.842    -3.596    1.423    1.755    -0.597    1.0    0.5    0.585    0.57    0.835    0.722    0.574
H-MgO_7_SiO2_7_Andreas_3-site6    0.316    7    2    1.842    -4.745    2.008    1.67    -0.309    1.0    0.0    0.459    0.708    0.832    0.552    0.742
H-MgO_7_SiO2_7_Andreas_3-site7    0.648    7    3    1.842    -4.561    1.549    1.886    -0.668    1.0    0.667    0.419    0.354    0.668    0.635    0.573
H-MgO_7_SiO2_7_Andreas_3-site8    0.647    7    3    1.842    -4.566    1.549    1.885    -0.667    1.0    0.667    0.419    0.354    0.667    0.635    0.574
H-MgO_7_SiO2_7_Andreas_3-site9    0.645    7    3    1.842    -4.565    1.548    1.885    -0.668    1.0    0.667    0.419    0.353    0.668    0.635    0.573
H-MgO_7_SiO2_7_Escatllar-site14    0.991    7    2    3.558    -2.073    1.426    1.773    -0.596    1.0    0.5    0.602    0.554    0.825    0.747    0.572
H-MgO_7_SiO2_7_Escatllar-site15    -0.26    7    3    3.558    -4.214    2.031    1.826    -0.372    1.0    0.333    0.232    0.516    0.674    0.532    0.621
